Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 2000
Nº	Nombre	Total	Por mil ‰
906	VICENTE ANTONIO	5	0,040
907	VICTOR HUGO	5	0,040
908	VIDAL	5	0,040
909	VIRGILIO	5	0,040
910	YAEL	5	0,040
911	YURI	5	0,040
912	YUSUF	5	0,040

NOTAS
0) Sólo se muestran los nombres cuya frecuencia es mayor o igual a 20 para el total nacional. Para las provincias/décadas seleccionadas se exige además una frecuencia de al menos 5. Por esta razón, la frecuencia total para algunos nombres puede no ser igual a la suma de las provincias o décadas que se muestran.  
1) Datos procedentes del Censo anual de población a fecha 01/01/2024
2) (*) Edad media de las personas que tienen ese nombre a nivel nacional.
