Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 2010
Nº	Nombre	Total	Por mil ‰
288	NINA	35	0,330
289	ALAIA	34	0,321
290	BELLA	34	0,321
291	CECILIA	34	0,321
292	ELVIRA	34	0,321
293	HIBA	34	0,321
294	JUANA	34	0,321
295	KAREN	34	0,321
296	LAILA	34	0,321
297	MARIA ANGELES	34	0,321
298	MEGAN	34	0,321
299	MERITXELL	34	0,321
300	MYA	34	0,321
301	NIEVES	34	0,321
302	ARWA	33	0,312
303	EUGENIA	33	0,312
304	INDARA	33	0,312
305	LEA	33	0,312
306	AICHA	32	0,302
307	AYLEN	32	0,302
308	ESTEFANIA	32	0,302
309	IMAN	32	0,302
310	LUA	32	0,302
311	LUZ	32	0,302
312	MARCELA	32	0,302
313	MARIA TERESA	32	0,302
314	MIREYA	32	0,302
315	SOPHIE	32	0,302
316	TASNIM	32	0,302
317	VIRGINIA	32	0,302
318	BEGOÑA	31	0,293
319	ESMERALDA	31	0,293
320	JUNE	31	0,293
321	MELANY	31	0,293
322	NAROA	31	0,293
323	NAYELI	31	0,293
324	NORAH	31	0,293
325	ERICA	30	0,283
326	MELISSA	30	0,283
327	MILENA	30	0,283
328	ROSA MARIA	30	0,283
329	TATIANA	30	0,283
330	YUMARA	30	0,283
331	ALBA MARIA	29	0,274
332	CYNTHIA	29	0,274
333	ELBA	29	0,274
334	ENMA	29	0,274
335	INAS	29	0,274
336	ALESSIA	28	0,264
337	CAROLA	28	0,264
338	DINA	28	0,264
339	FATIMA ZAHRA	28	0,264
340	GRACIA	28	0,264
341	MARIA VICTORIA	28	0,264
342	ZAIDA	28	0,264
343	CATERINA	27	0,255
344	ESPERANZA	27	0,255
345	INMACULADA	27	0,255
346	MERCE	27	0,255
347	SARAYMA	27	0,255
348	ASIA	26	0,245
349	EIDER	26	0,245
350	ELISABET	26	0,245
351	IVANA	26	0,245
352	NEKANE	26	0,245
353	OLAIA	26	0,245
354	SUHAILA	26	0,245
355	TRINIDAD	26	0,245
356	URSULA	26	0,245
357	VANESSA	26	0,245
358	CATALEYA	25	0,236
359	IRUNE	25	0,236
360	KEYLA	25	0,236
361	LIS	25	0,236
362	MENCIA	25	0,236
363	NELA	25	0,236
364	SHEYLA	25	0,236
365	YARA	25	0,236
366	ANASTASIA	24	0,227
367	CARMEN MARIA	24	0,227
368	CELESTE	24	0,227
369	GUADALUPE	24	0,227
370	KEIRA	24	0,227
371	RIM	24	0,227
372	ROSARIO	24	0,227
373	SALOME	24	0,227
374	YASMINE	24	0,227
375	YOUSRA	24	0,227
376	YULIA	24	0,227
377	ZAINAB	24	0,227
378	AINOHA	23	0,217
379	ARACELI	23	0,217
380	ASTRID	23	0,217
381	FRANCISCA	23	0,217
382	KARLA	23	0,217
383	MARYAM	23	0,217
384	NAYLA	23	0,217
385	SHAILA	23	0,217
386	VANESA	23	0,217
387	ANABEL	22	0,208
388	ANIA	22	0,208
389	CHIARA	22	0,208
390	DANAE	22	0,208
391	DUNA	22	0,208
392	GIMENA	22	0,208
393	MILA	22	0,208
394	SARAI	22	0,208
395	VALLE	22	0,208
396	ALIA	21	0,198
397	COVADONGA	21	0,198
398	DESIRE	21	0,198
399	GAIA	21	0,198
400	HIDAYA	21	0,198
401	ICIAR	21	0,198
402	ISIS	21	0,198
403	KAWTAR	21	0,198
404	KHLOE	21	0,198
405	MAITE	21	0,198
406	MARIELA	21	0,198
407	ADHARA	20	0,189
408	AMARA	20	0,189
409	BRENDA	20	0,189
410	CORA	20	0,189
411	DANA	20	0,189
412	FARAH	20	0,189
413	GARA	20	0,189
414	HAJAR	20	0,189
415	KATIA	20	0,189
416	LEYLA	20	0,189
417	MARIA ELENA	20	0,189
418	MELANIA	20	0,189
419	MELANIE	20	0,189
420	NAZARET	20	0,189
421	PEPA	20	0,189
422	AGUEDA	19	0,179
423	ALICE	19	0,179
424	ANGELINA	19	0,179
425	ARABIA	19	0,179
426	AVRIL	19	0,179
427	HANNA	19	0,179
428	HENAR	19	0,179
429	KIRA	19	0,179
430	MARIA LUISA	19	0,179
431	MYRIAM	19	0,179
432	NARA	19	0,179
433	NUR	19	0,179
434	AGATHA	18	0,170
435	ALAE	18	0,170
436	ALANA	18	0,170
437	ALISON	18	0,170
438	AMAL	18	0,170
439	ARES	18	0,170
440	AROHA	18	0,170
441	ATHENEA	18	0,170
442	EMMA MARIA	18	0,170
443	INMA	18	0,170
444	IVET	18	0,170
445	JOAQUINA	18	0,170
446	KIARA	18	0,170
447	MATILDE	18	0,170
448	MELISA	18	0,170
449	RUT	18	0,170
450	SAFA	18	0,170
451	TESSA	18	0,170
452	ZULEMA	18	0,170
453	ALLEGRA	17	0,161
454	ANNE	17	0,161
455	CHARLOTTE	17	0,161
456	ELLA	17	0,161
457	IKRAM	17	0,161
458	LETICIA	17	0,161
459	MARAM	17	0,161
460	MARIA JESUS	17	0,161
461	MARIA LUCIA	17	0,161
462	NICOL	17	0,161
463	SAFAA	17	0,161
464	ZAHIRA	17	0,161
465	AMY	16	0,151
466	ANA ISABEL	16	0,151
467	ANA LUCIA	16	0,151
468	ANAHI	16	0,151
469	CAROL	16	0,151
470	CINTIA	16	0,151
471	CLAUDIA MARIA	16	0,151
472	DANIA	16	0,151
473	DARA	16	0,151
474	DEBORA	16	0,151
475	ESTEL	16	0,151
476	LEAH	16	0,151
477	LIBERTAD	16	0,151
478	LORETO	16	0,151
479	MARGARITA	16	0,151
480	MELANI	16	0,151
481	NOOR	16	0,151
482	REYES	16	0,151
483	RITA	16	0,151
484	SELENE	16	0,151
485	AIDA	15	0,142
486	ANA BELEN	15	0,142
487	ANGELICA	15	0,142
488	ASSIA	15	0,142
489	BRIANNA	15	0,142
490	CARLA MARIA	15	0,142
491	DANNA	15	0,142
492	ENARA	15	0,142
493	GINEBRA	15	0,142
494	GISELLE	15	0,142
495	HAFSA	15	0,142
496	JOANNA	15	0,142
497	JULIETTE	15	0,142
498	MARIANA	15	0,142
499	NAYMA	15	0,142
500	REMEDIOS	15	0,142
501	WIAM	15	0,142
502	AHINARA	14	0,132
503	ALAA	14	0,132
504	AMELIE	14	0,132
505	ARLET	14	0,132
506	AYNARA	14	0,132
507	BAYAN	14	0,132
508	DOAA	14	0,132
509	LUANA	14	0,132
510	MANAR	14	0,132
511	MARIAN	14	0,132
512	MELINA	14	0,132
513	PAULINA	14	0,132
514	RIHAM	14	0,132
515	SHEREZADE	14	0,132
516	SILVANA	14	0,132
517	UXIA	14	0,132
518	YUMALAI	14	0,132
519	ZARA	14	0,132
520	ZAYRA	14	0,132
521	AITANA MARIA	13	0,123
522	ALINA	13	0,123
523	ANGELES	13	0,123
524	ANGIE	13	0,123
525	ARANCHA	13	0,123
526	BALMA	13	0,123
527	DAIRA	13	0,123
528	HANNAH	13	0,123
529	LLUVIA	13	0,123
530	MABEL	13	0,123
531	MARIA CRISTINA	13	0,123
532	MINA	13	0,123
533	NAILA	13	0,123
534	NAYA	13	0,123
535	NIRA	13	0,123
536	NOR	13	0,123
537	ORIANA	13	0,123
538	RITAJ	13	0,123
539	SERENA	13	0,123
540	SIENA	13	0,123
541	TALIA	13	0,123
542	UXUE	13	0,123
543	AGATA	12	0,113
544	ALEX	12	0,113
545	ALEXANDRA MARIA	12	0,113
546	ANFAL	12	0,113
547	ARIAN	12	0,113
548	ASMAA	12	0,113
549	ASUNCION	12	0,113
550	CINTHIA	12	0,113
551	DAVINIA	12	0,113
552	DOUAA	12	0,113
553	EIRE	12	0,113
554	ENCARNA	12	0,113
555	FABIOLA	12	0,113
556	FRIDA	12	0,113
557	IRTA	12	0,113
558	LAYLA	12	0,113
559	LUCIANA	12	0,113
560	LYA	12	0,113
561	MAIRA	12	0,113
562	MARIA DESAMPARADOS	12	0,113
563	MARIA MERCEDES	12	0,113
564	MAYTE	12	0,113
565	MERIEM	12	0,113
566	RAZAN	12	0,113
567	SAFAE	12	0,113
568	SARA MARIA	12	0,113
569	SOLEDAD	12	0,113
570	SULAMITA	12	0,113
571	XENIA	12	0,113
572	ADELINA	11	0,104
573	AGNES	11	0,104
574	AMINATA	11	0,104
575	ARANZAZU	11	0,104
576	AYESHA	11	0,104
577	AZUCENA	11	0,104
578	CIARA	11	0,104
579	CONCEPCION	11	0,104
580	CONSUELO	11	0,104
581	DANIELA MARIA	11	0,104
582	EDITH	11	0,104
583	ELENA MARIA	11	0,104
584	HELEN	11	0,104
585	INDHIRA	11	0,104
586	KARINA	11	0,104
587	LILIA	11	0,104
588	LLEDO	11	0,104
589	LUJAN	11	0,104
590	MAROUA	11	0,104
591	NIRVANA	11	0,104
592	NOHA	11	0,104
593	OMAIMA	11	0,104
594	PAULA MARIA	11	0,104
595	RANYA	11	0,104
596	STELLA	11	0,104
597	YANIRE	11	0,104
598	YOANA	11	0,104
599	ALEGRIA	10	0,094
600	ANGELA MARIA	10	0,094
601	ANTIA	10	0,094
602	ARIANNE	10	0,094
603	AZAHAR	10	0,094
604	BELA	10	0,094
605	BRIANA	10	0,094
606	CARLOTTA	10	0,094
607	CARMINA	10	0,094
608	DAPHNE	10	0,094
609	DIANA MARIA	10	0,094
610	DOHA	10	0,094
611	ELA	10	0,094
612	ELAIA	10	0,094
613	FRANCESCA	10	0,094
614	IARA	10	0,094
615	IDOIA	10	0,094
616	IRAIDA	10	0,094
617	IRAYA	10	0,094
618	ISRAE	10	0,094
619	LISA	10	0,094
620	MANAL	10	0,094
621	MARIA EUGENIA	10	0,094
622	MARIA INMACULADA	10	0,094
623	MARISA	10	0,094
624	MELINDA	10	0,094
625	NAYALA	10	0,094
626	NEREIDA	10	0,094
627	OLIMPIA	10	0,094
628	PAMELA	10	0,094
629	ROSALIA	10	0,094
630	RUBI	10	0,094
631	SABELA	10	0,094
632	SAMANTA	10	0,094
633	SIRIN	10	0,094
634	SOFIA ISABEL	10	0,094
635	TIFFANY	10	0,094
636	UMA	10	0,094
637	XINYU	10	0,094
638	YANELI	10	0,094
639	ZAHRA	10	0,094
640	ZIHAN	10	0,094
641	ZINEB	10	0,094
642	AGUSTINA	9	0,085
643	ALMA MARIA	9	0,085
644	ALOMA	9	0,085
645	ALYSON	9	0,085
646	ARIANE	9	0,085
647	ASMA	9	0,085
648	AZUL	9	0,085
649	BLANCA MARIA	9	0,085
650	CALA	9	0,085
651	CLARA MARIA	9	0,085
652	DARINA	9	0,085
653	ELMA	9	0,085
654	ERIKA MARIA	9	0,085
655	FIORELLA	9	0,085
656	FIRDAWS	9	0,085
657	FLAVIA	9	0,085
658	GABRIELLA	9	0,085
659	GEORGINA	9	0,085
660	GOYA	9	0,085
661	HADA	9	0,085
662	IMANE	9	0,085
663	ISABEL MARIA	9	0,085
664	IULIA	9	0,085
665	JACQUELINE	9	0,085
666	JENIFER	9	0,085
667	JOHANNA	9	0,085
668	JULIANA	9	0,085
669	KATERINA	9	0,085
670	KIMBERLY	9	0,085
671	LAURA MARIA	9	0,085
672	LIVIA	9	0,085
673	LOLI	9	0,085
674	MAGDALENA	9	0,085
675	MARIA SOFIA	9	0,085
676	MERIDA	9	0,085
677	NAYADE	9	0,085
678	NORMA	9	0,085
679	PRISCILA	9	0,085
680	ROMINA	9	0,085
681	SAIOA	9	0,085
682	SAMIA	9	0,085
683	SIENNA	9	0,085
684	THELMA	9	0,085
685	ALDARA	8	0,076
686	AMBER	8	0,076
687	ANA SOFIA	8	0,076
688	ANAYA	8	0,076
689	ANE	8	0,076
690	ANI	8	0,076
691	ANNA MARIA	8	0,076
692	ANNIA	8	0,076
693	ARWEN	8	0,076
694	ASSIL	8	0,076
695	BELINDA	8	0,076
696	DARIA MARIA	8	0,076
697	DAYRA	8	0,076
698	DELIA MARIA	8	0,076
699	DULCE	8	0,076
700	EUNICE	8	0,076
701	EYRA	8	0,076
702	GENOVEVA	8	0,076
703	HANAA	8	0,076
704	IVANNA	8	0,076
705	KAOUTAR	8	0,076
706	KEILA	8	0,076
707	MAFALDA	8	0,076
708	MARIA ALEXANDRA	8	0,076
709	MARIA AURORA	8	0,076
710	MARIA MAGDALENA	8	0,076
711	MARIA ROCIO	8	0,076
712	MARIA VALENTINA	8	0,076
713	MARIONA	8	0,076
714	MARTHA	8	0,076
715	MONTSERRAT	8	0,076
716	MURTA	8	0,076
717	NAHIARA	8	0,076
718	NAIALA	8	0,076
719	NATALIA MARIA	8	0,076
720	NATASHA	8	0,076
721	OLALLA	8	0,076
722	OLYMPIA	8	0,076
723	PENELOPE	8	0,076
724	PIEDAD	8	0,076
725	RAYHANA	8	0,076
726	ROSANA	8	0,076
727	SHARAY	8	0,076
728	SOFIA VALENTINA	8	0,076
729	STEFANIA	8	0,076
730	YASSMIN	8	0,076
731	YASSMINE	8	0,076
732	YURENA	8	0,076
733	ZIXUAN	8	0,076
734	ABRAR	7	0,066
735	ADELAIDA	7	0,066
736	AFNAN	7	0,066
737	AILA	7	0,066
738	AILEN	7	0,066
739	AIZA	7	0,066
740	AKANE	7	0,066
741	ALAZNE	7	0,066
742	ALEKSANDRA	7	0,066
743	ALESSIA MARIA	7	0,066
744	ALEXIA MARIA	7	0,066
745	ANALIA	7	0,066
746	ANQI	7	0,066
747	AYELEN	7	0,066
748	CANDELA MARIA	7	0,066
749	CHAIMA	7	0,066
750	CLAIRE	7	0,066
751	DARIA	7	0,066
752	EKATERINA	7	0,066
753	ENCARNACION	7	0,066
754	ERIN	7	0,066
755	FATIMA ZOHRA	7	0,066
756	FREYA	7	0,066
757	GINA	7	0,066
758	GRACIELA	7	0,066
759	HELGA	7	0,066
760	IDARA	7	0,066
761	IKHLAS	7	0,066
762	INSAF	7	0,066
763	ISRA	7	0,066
764	JOHANA	7	0,066
765	JUANA MARIA	7	0,066
766	LAURA SOFIA	7	0,066
767	LINDA	7	0,066
768	LUNA MARIA	7	0,066
769	MALENI	7	0,066
770	MARIA ALEJANDRA	7	0,066
771	MARIA NIEVES	7	0,066
772	MARIA PAZ	7	0,066
773	MARIEL	7	0,066
774	MARISOL	7	0,066
775	MEGHAN	7	0,066
776	MIKAELA	7	0,066
777	MIRYAM	7	0,066
778	NATACHA	7	0,066
779	NATHALIE	7	0,066
780	ORETO	7	0,066
781	REBECCA	7	0,066
782	RIHAB	7	0,066
783	RODAINA	7	0,066
784	SALUT	7	0,066
785	SARA SOFIA	7	0,066
786	SCARLETT	7	0,066
787	SEFORA	7	0,066
788	SHAMARA	7	0,066
789	SHAMIRA	7	0,066
790	SHARON	7	0,066
791	SIRINE	7	0,066
792	SUSI	7	0,066
793	VENUS	7	0,066
794	XIOMARA	7	0,066
795	YARELI	7	0,066
796	YUSRA	7	0,066
797	YUXI	7	0,066
798	AFRIKA	6	0,057
799	AHINOA	6	0,057
800	AINARA MARIA	6	0,057
801	AINHOA ALEJANDRA	6	0,057
802	ALEJANDRA MARIA	6	0,057
803	ALISSON	6	0,057
804	ALTHEA	6	0,057
805	ANA PAULA	6	0,057
806	ANDRA MARIA	6	0,057
807	ANNIE	6	0,057
808	ANTONIA MARIA	6	0,057
809	ARIADNA MARIA	6	0,057
810	ARIEL	6	0,057
811	ASIL	6	0,057
812	AYLIN	6	0,057
813	BALBINA	6	0,057
814	BASILIA	6	0,057
815	BIANCA ELENA	6	0,057
816	BOUCHRA	6	0,057
817	BRITTANY	6	0,057
818	CAMELIA	6	0,057
819	CAMINO	6	0,057
820	CRISTINA MARIA	6	0,057
821	CRUZ	6	0,057
822	DAENERYS	6	0,057
823	DEBORAH	6	0,057
824	DENISSE	6	0,057
825	DEVA	6	0,057
826	DOUAE	6	0,057
827	EIRA	6	0,057
828	ELISA MARIA	6	0,057
829	ENYA	6	0,057
830	FINA	6	0,057
831	GIOVANNA	6	0,057
832	GRACE	6	0,057
833	HALIMA	6	0,057
834	HAYDEE	6	0,057
835	HERMINIA	6	0,057
836	INASS	6	0,057
837	IRAIDE	6	0,057
838	IRENA	6	0,057
839	ITZEL	6	0,057
840	IZARBE	6	0,057
841	JAZMIN	6	0,057
842	JENNYFER	6	0,057
843	JIAYING	6	0,057
844	KARIMA	6	0,057
845	KATHERINE	6	0,057
846	KATYA	6	0,057
847	KAUTAR	6	0,057
848	KAYLA	6	0,057
849	KENZA	6	0,057
850	KEXIN	6	0,057
851	KHADY	6	0,057
852	LAIRA	6	0,057
853	LAYA	6	0,057
854	LILA	6	0,057
855	LILIAN	6	0,057
856	LLANOS	6	0,057
857	LLURA	6	0,057
858	LUBNA	6	0,057
859	LUCIA MARIA	6	0,057
860	MAIALEN	6	0,057
861	MAIKA	6	0,057
862	MARIA CONCEPCION	6	0,057
863	MARIA ELVIRA	6	0,057
864	MARIA FERNANDA	6	0,057
865	MATILDA	6	0,057
866	MERIAM	6	0,057
867	MERYAM	6	0,057
868	MIA ISABELLA	6	0,057
869	MIA VALENTINA	6	0,057
870	MIGUELA	6	0,057
871	MILAGROS	6	0,057
872	MIRAL	6	0,057
873	NADA	6	0,057
874	NADINE	6	0,057
875	NATHALIA	6	0,057
876	NAZARETH	6	0,057
877	NIA	6	0,057
878	NIOBE	6	0,057
879	NISRIN	6	0,057
880	PAQUI	6	0,057
881	RAWAN	6	0,057
882	REBECA MARIA	6	0,057
883	SARABI	6	0,057
884	SASHA	6	0,057
885	SELMA	6	0,057
886	SIMONA	6	0,057
887	SOFIA ELENA	6	0,057
888	SONSOLES	6	0,057
889	TABATA	6	0,057
890	TANYA	6	0,057
891	VALERY	6	0,057
892	VANIA	6	0,057
893	VIKTORIA	6	0,057
894	WISSAL	6	0,057
895	XINYAN	6	0,057
896	YADIRA	6	0,057
897	YOMARA	6	0,057
898	YOUSSRA	6	0,057
899	YUNA	6	0,057
900	YUREMA	6	0,057
901	AHLAM	5	0,047
902	AINE	5	0,047
903	ALAYA	5	0,047
904	ALBA LUCIA	5	0,047
905	ALMA LUCIA	5	0,047
906	ALMA VICTORIA	5	0,047
907	ANA VICTORIA	5	0,047
908	ANDREEA	5	0,047
909	ANDREEA MARIA	5	0,047
910	ANITA	5	0,047
911	ANTONELA	5	0,047
912	ANYA	5	0,047
913	ARIS	5	0,047
914	AUREA	5	0,047
915	AYAT	5	0,047
916	BARAA	5	0,047
917	CARMEN LUCIA	5	0,047
918	CASSANDRA	5	0,047
919	CATTLEYA	5	0,047
920	CELIA MARIA	5	0,047
921	CHAIMAA	5	0,047
922	CHANEL	5	0,047
923	CHANTAL	5	0,047
924	CHLOE MARIA	5	0,047
925	CINTA	5	0,047
926	CLAUDIA ISABEL	5	0,047
927	DAILA	5	0,047
928	DANNA VALENTINA	5	0,047
929	DARAY	5	0,047
930	DENISA	5	0,047
931	DENISE	5	0,047
932	DEYANIRA	5	0,047
933	DJENEBA	5	0,047
934	DOUNIA	5	0,047
935	DULCE MARIA	5	0,047
936	ELEONOR	5	0,047
937	ELOISA	5	0,047
938	ESHAAL	5	0,047
939	ESTELA MARIA	5	0,047
940	EVELINA	5	0,047
941	EVELYN MARIA	5	0,047
942	FATIMA AZAHRA	5	0,047
943	FATIMA EZZAHRA	5	0,047
944	FATOUMATA	5	0,047
945	FEDERICA	5	0,047
946	FERDAOUS	5	0,047
947	FERNANDA	5	0,047
948	FIRDAOUS	5	0,047
949	GALIA	5	0,047
950	GENESIS	5	0,047
951	GIULIETTA	5	0,047
952	GRECIA	5	0,047
953	HALLEY	5	0,047
954	HANA	5	0,047
955	HAWA	5	0,047
956	HELIA	5	0,047
957	IDAYRA	5	0,047
958	JANAT	5	0,047
959	JANET	5	0,047
960	JANIS	5	0,047
961	JASMIN	5	0,047
962	JASMINE	5	0,047
963	JUANI	5	0,047
964	JULIA MARIA	5	0,047
965	JUNCAL	5	0,047
