Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 50
Nº	Nombre	Total	Por mil ‰
221	MARIA CLARA	28	0,281
222	MARIA JOSEFINA	28	0,281
223	MONTIEL	28	0,281
224	VICENTA AMPARO	28	0,281
225	BELEN	26	0,261
226	GEMMA	26	0,261
227	MARIA ALICIA	26	0,261
228	MARIA BELEN	26	0,261
229	MARIA NATIVIDAD	26	0,261
230	VISITACION	26	0,261
231	CARMEN ROSA	25	0,251
232	ESMERALDA	25	0,251
233	JOSEFA PILAR	25	0,251
234	MARIA FILOMENA	25	0,251
235	MARIA VIRGINIA	25	0,251
236	CARMEN PILAR	24	0,241
237	GUILLERMINA	24	0,241
238	MARIA MONTIEL	24	0,241
239	MARIA SAGRARIO	24	0,241
240	BRIGIDA	23	0,231
241	CARMEN DESAMPARADOS	23	0,231
242	JOSEFA INES	23	0,231
243	MARIA ADELINA	23	0,231
244	MARIA AMALIA	23	0,231
245	MARIA GUADALUPE	23	0,231
246	ORETO	23	0,231
247	SERAFINA	23	0,231
248	VICENTA ISABEL	23	0,231
249	FERNANDA	22	0,221
250	GLORIA MARIA	22	0,221
251	MARIA MONTSERRAT	22	0,221
252	MARIA REGINA	22	0,221
253	MARTA	22	0,221
254	PAULA	22	0,221
255	AGUEDA	21	0,211
256	AMPARO PILAR	21	0,211
257	BLANCA	21	0,211
258	MARIA ARACELI	21	0,211
259	MARIA FELICIDAD	21	0,211
260	MARIA PIEDAD	21	0,211
261	DOLORES CARMEN	20	0,201
262	ELOISA	20	0,201
263	FRANCISCA MARIA	20	0,201
264	MARIA CECILIA	20	0,201
265	MARIA DELFINA	20	0,201
266	MARIA HORTENSIA	20	0,201
267	ROCIO	20	0,201
268	ROGELIA	20	0,201
269	ANA CARMEN	19	0,191
270	ANA JOSEFA	19	0,191
271	JOANA	19	0,191
272	JOSEFA AMPARO	19	0,191
273	JOSEFA ANTONIA	19	0,191
274	MARIA ADORACION	19	0,191
275	MARIA AUXILIADORA	19	0,191
276	MARIA CLOTILDE	19	0,191
277	MARIA DOLORS	19	0,191
278	MARIA IRENE	19	0,191
279	MARIA JOAQUINA	19	0,191
280	MARIA PRESENTACION	19	0,191
281	ROSALINA	19	0,191
282	FRANCISCA ISABEL	18	0,181
283	MARIA CONCEPCIO	18	0,181
284	MARIA RITA	18	0,181
285	MIGUELA	18	0,181
286	PEPA	18	0,181
287	ROSER	18	0,181
288	ANGELITA	17	0,171
289	BERTA	17	0,171
290	ENGRACIA	17	0,171
291	JOSEFA TERESA	17	0,171
292	LUISA MARIA	17	0,171
293	MARCELA	17	0,171
294	MARIA BLANCA	17	0,171
295	MARIA GENOVEVA	17	0,171
296	PETRA	17	0,171
297	SOFIA	17	0,171
298	VICENTA JOSEFA	17	0,171
299	ANTONIA MARIA	16	0,161
300	AVELINA	16	0,161
301	CARME	16	0,161
302	DOLORS	16	0,161
303	GRACIA	16	0,161
304	JOSEFA ENCARNACION	16	0,161
305	MARIA AGUSTINA	16	0,161
306	MARIA ANGELA	16	0,161
307	MARIA AZUCENA	16	0,161
308	MARIA CATALINA	16	0,161
309	MARIA EMPAR	16	0,161
310	MARIA ENGRACIA	16	0,161
311	MARIA EVA	16	0,161
312	MARIA RAFAELA	16	0,161
313	MARIBEL	16	0,161
314	PATRICIA	16	0,161
315	REYES	16	0,161
316	AFRICA	15	0,151
317	ANA MARIA CARMEN	15	0,151
318	ANA ROSA	15	0,151
319	ANGELS	15	0,151
320	AZUCENA	15	0,151
321	CONSOL	15	0,151
322	DOLORES MARIA	15	0,151
323	ELENA MARIA	15	0,151
324	FLORA	15	0,151
325	FLORENCIA	15	0,151
326	FRANCISCA JOSEFA	15	0,151
327	ISABEL CARMEN	15	0,151
328	MARIA AGUAS VIVAS	15	0,151
329	MARIA AURELIA	15	0,151
330	MARIA CINTA	15	0,151
331	MARIA FELISA	15	0,151
332	MARIA PALOMA	15	0,151
333	OLGA	15	0,151
334	ROSA PILAR	15	0,151
335	VALENTINA	15	0,151
336	ALEJANDRA	14	0,141
337	AMPARO VICENTA	14	0,141
338	BALBINA	14	0,141
339	CANDELARIA	14	0,141
340	CARMEN ANGELES	14	0,141
341	CONCHIN	14	0,141
342	EMMA	14	0,141
343	ESTER	14	0,141
344	FINA	14	0,141
345	FLORENTINA	14	0,141
346	MARIA ADELAIDA	14	0,141
347	MARIA FE	14	0,141
348	MARIA YOLANDA	14	0,141
349	MERCE	14	0,141
350	OFELIA	14	0,141
351	REME	14	0,141
352	ROSA EMILIA	14	0,141
353	VICENTA JOSE	14	0,141
354	ANA AMPARO	13	0,131
355	ANDREA	13	0,131
356	CARMEN DOLORES	13	0,131
357	CLEMENTINA	13	0,131
358	DOROTEA	13	0,131
359	EDUVIGIS	13	0,131
360	FRANCISCA VICENTA	13	0,131
361	ILUMINADA	13	0,131
362	JOSEFA ANGELES	13	0,131
363	MARIA EULALIA	13	0,131
364	MARIA JULIANA	13	0,131
365	MARIA SALVADORA	13	0,131
366	MARIANA	13	0,131
367	MODESTA	13	0,131
368	PAQUITA	13	0,131
369	PAZ	13	0,131
370	PURA	13	0,131
371	RITA	13	0,131
372	ROSA VICENTA	13	0,131
373	ROSARIO MARIA	13	0,131
374	VICENTA DOLORES	13	0,131
375	ADELA MARIA	12	0,121
376	ANA DOLORES	12	0,121
377	ANA VICENTA	12	0,121
378	ANNA MARIA	12	0,121
379	CLAUDIA	12	0,121
380	ELOINA	12	0,121
381	FRANCISCA DOLORES	12	0,121
382	GREGORIA	12	0,121
383	JOSEFA CONCEPCION	12	0,121
384	MARIA CONSOLACION	12	0,121
385	MARIA HERMINIA	12	0,121
386	MARIA LAURA	12	0,121
387	MARIA MARGARITA	12	0,121
388	MARIA MERCE	12	0,121
389	MARIA MILAGROSA	12	0,121
390	MARISA	12	0,121
391	REMEI	12	0,121
392	ROSA DOLORES	12	0,121
393	ROSA ENCARNACION	12	0,121
394	ROSA FRANCISCA	12	0,121
395	TEODORA	12	0,121
396	VICENTA CARMEN	12	0,121
397	VICTORIA EUGENIA	12	0,121
398	AMPARO CONCEPCION	11	0,111
399	ANA MERCEDES	11	0,111
400	ELISA MARIA	11	0,111
401	FRANCESCA	11	0,111
402	JOSEFA MERCEDES	11	0,111
403	JOSEFA ROSA	11	0,111
404	LUISA FERNANDA	11	0,111
405	MARIA GEMA	11	0,111
406	MARIA PATROCINIO	11	0,111
407	MARIA SARA	11	0,111
408	MARISOL	11	0,111
409	MONSERRAT	11	0,111
410	PRIMITIVA	11	0,111
411	ROSA JULIA	11	0,111
412	ROSALINDA	11	0,111
413	TERESA JESUS	11	0,111
414	VICENTA PILAR	11	0,111
415	ALEJANDRINA	10	0,100
416	ALFONSA	10	0,100
417	AMADA	10	0,100
418	AMPARO CARMEN	10	0,100
419	ANGELES MARIA	10	0,100
420	BENILDE	10	0,100
421	BENITA	10	0,100
422	CARMEN AMPARO	10	0,100
423	CARMEN ISABEL	10	0,100
424	CARMEN VICENTA	10	0,100
425	CONCEPCION DESAMPARADOS	10	0,100
426	DELIA	10	0,100
427	DIONISIA	10	0,100
428	EMILIA MARIA	10	0,100
429	EVANGELINA	10	0,100
430	FELICITAS	10	0,100
431	FRANCISCA TERESA	10	0,100
432	ISIDORA	10	0,100
433	JOSEFA ROSARIO	10	0,100
434	JUSTA	10	0,100
435	MARAVILLAS	10	0,100
436	MARIA CELIA	10	0,100
437	MARIA LLANOS	10	0,100
438	MARIA NURIA	10	0,100
439	MARIA RAQUEL	10	0,100
440	MARIA SOCORRO	10	0,100
441	MARUJA	10	0,100
442	PILAR CARMEN	10	0,100
443	ROSA ELVIRA	10	0,100
444	TERESA CARMEN	10	0,100
445	TERESA MARIA	10	0,100
446	TOMASA	10	0,100
447	VIOLETA	10	0,100
448	AMPARO DOLORES	9	0,090
449	AMPARO ISABEL	9	0,090
450	ANITA	9	0,090
451	ANNA	9	0,090
452	CARMEN CONCEPCION	9	0,090
453	CARMEN JOSEFA	9	0,090
454	CONXA	9	0,090
455	ELISA ISABEL	9	0,090
456	EMILIA ISABEL	9	0,090
457	EMILIA PILAR	9	0,090
458	GRACIA MARIA	9	0,090
459	HERMELINDA	9	0,090
460	ISABEL MERCEDES	9	0,090
461	JOSEFA EMILIA	9	0,090
462	JOSEPA	9	0,090
463	JULIA CARMEN	9	0,090
464	LYDIA	9	0,090
465	MARCELINA	9	0,090
466	MARIA CANDELARIA	9	0,090
467	MARIA ROCIO	9	0,090
468	MARIA SOL	9	0,090
469	MICAELA	9	0,090
470	PAULINA	9	0,090
471	PILAR ANGELES	9	0,090
472	ROSA JOSEFA	9	0,090
473	SABINA	9	0,090
474	AIDA	8	0,080
475	ANA LUISA	8	0,080
476	ANGELA MARIA	8	0,080
477	BASILIA	8	0,080
478	CLARA ISABEL	8	0,080
479	CLARA MARIA	8	0,080
480	CONCEPCION DOLORES	8	0,080
481	CONSUELO CARMEN	8	0,080
482	DOLORES DESAMPARADOS	8	0,080
483	DOLORES PILAR	8	0,080
484	FAUSTINA	8	0,080
485	FRANCISCA ASUNCION	8	0,080
486	FRANCISCA PAULA	8	0,080
487	GABRIELA	8	0,080
488	GENEROSA	8	0,080
489	ISABEL AMPARO	8	0,080
490	ISABEL DOLORES	8	0,080
491	JOSEFA MILAGROS	8	0,080
492	JUANA VICENTA	8	0,080
493	JUANITA	8	0,080
494	LOLA	8	0,080
495	LORENZA	8	0,080
496	MARIA AMOR	8	0,080
497	MARIA FUENSANTA	8	0,080
498	MARIA GEMMA	8	0,080
499	MARIA JOSEP	8	0,080
500	MARIA MARAVILLAS	8	0,080
501	MARIA SALOME	8	0,080
502	MARIA SONSOLES	8	0,080
503	NEUS	8	0,080
504	PEPITA	8	0,080
505	RESURRECCION	8	0,080
506	ROSA ANGELES	8	0,080
507	ROSA DESAMPARADOS	8	0,080
508	ROSA MARIA PILAR	8	0,080
509	SEBASTIANA	8	0,080
510	TERESA PILAR	8	0,080
511	VICENTA CONCEPCION	8	0,080
512	VICENTA ROSARIO	8	0,080
513	VICENTA TERESA	8	0,080
514	AGUAS VIVAS	7	0,070
515	ALBERTA	7	0,070
516	AMPARO ANGELES	7	0,070
517	AMPARO MARIA	7	0,070
518	AMPARO MERCEDES	7	0,070
519	ANA DESAMPARADOS	7	0,070
520	ANA PILAR	7	0,070
521	ANGELES CARMEN	7	0,070
522	ANUNCIACION	7	0,070
523	AUREA	7	0,070
524	CARLOTA	7	0,070
525	CARMEN TERESA	7	0,070
526	CONCEPCION MARIA	7	0,070
527	CONSTANCIA	7	0,070
528	DORA	7	0,070
529	DULCE NOMBRE MARIA	7	0,070
530	ELSA	7	0,070
531	FATIMA	7	0,070
532	FUNDAMENTO	7	0,070
533	GERTRUDIS	7	0,070
534	ISABEL CLARA	7	0,070
535	JOSEFA LUCIA	7	0,070
536	JOSEFA LUISA	7	0,070
537	JOSEFA MANUELA	7	0,070
538	LAURA MARIA	7	0,070
539	LEONOR MARIA	7	0,070
540	MARIA ANTONIETA	7	0,070
541	MARIA ARGENTINA	7	0,070
542	MARIA BEATRIZ	7	0,070
543	MARIA BERNARDA	7	0,070
544	MARIA BRIGIDA	7	0,070
545	MARIA CARIDAD	7	0,070
546	MARIA CARMEN PILAR	7	0,070
547	MARIA CASTILLO	7	0,070
548	MARIA DOLORES CARMEN	7	0,070
549	MARIA FLORA	7	0,070
550	MARIA JOSEPA	7	0,070
551	MARIA LLUISA	7	0,070
552	MARIA MIGUELA	7	0,070
553	MARIA MONSERRAT	7	0,070
554	MARIA RAMONA	7	0,070
555	MARIA REMEI	7	0,070
556	OBDULIA	7	0,070
557	ROSA ELENA	7	0,070
558	ROSANA	7	0,070
559	ROSARIO CARMEN	7	0,070
560	RUFINA	7	0,070
561	TARSILA	7	0,070
562	TERESA ISABEL	7	0,070
563	TREMEDAL	7	0,070
564	VICENTA CONSUELO	7	0,070
565	AMPARO JOSEFA	6	0,060
566	AMPARO ROSA	6	0,060
567	ANA ASUNCION	6	0,060
568	ANA CRISTINA	6	0,060
569	ANA TERESA	6	0,060
570	ANGUSTIAS	6	0,060
571	ANTONIA CARMEN	6	0,060
572	APOLONIA	6	0,060
573	CARMELA	6	0,060
574	CARMEN ASUNCION	6	0,060
575	CARMEN NIEVES	6	0,060
576	CARMEN TRINIDAD	6	0,060
577	CARMINA	6	0,060
578	CONCEPCION CARMEN	6	0,060
579	CONSUELO PILAR	6	0,060
580	DOLORES ANTONIA	6	0,060
581	DOLORES CONCEPCION	6	0,060
582	DOLORES JOSEFA	6	0,060
583	DOLORES ROSARIO	6	0,060
584	ELADIA	6	0,060
585	ELVIRA MARIA	6	0,060
586	EMILIA JOSEFA	6	0,060
587	EMILIANA	6	0,060
588	ENCARNACIO	6	0,060
589	ENCARNACION MARIA	6	0,060
590	EVERILDA	6	0,060
591	FRANCISCA CARMEN	6	0,060
592	FRANCISCA JOSE	6	0,060
593	FRANCISCA MERCEDES	6	0,060
594	GLORIA CARMEN	6	0,060
595	HERMERINDA	6	0,060
596	HIGINIA	6	0,060
597	INOCENCIA	6	0,060
598	ISABEL TERESA	6	0,060
599	JOSEFA ASUNCION	6	0,060
600	JOSEFA FRANCISCA	6	0,060
601	JOSEFA NIEVES	6	0,060
602	JOSEFINA MARIA	6	0,060
603	JOSEFINA PILAR	6	0,060
604	JUANA CARMEN	6	0,060
605	JUANA FRANCISCA	6	0,060
606	JUANA ISABEL	6	0,060
607	JULIA AMPARO	6	0,060
608	JULIA ANGELES	6	0,060
609	JULIA VICENTA	6	0,060
610	LUCRECIA	6	0,060
611	LUZ	6	0,060
612	MARIA ANA	6	0,060
613	MARIA ANGELS	6	0,060
614	MARIA ANUNCIACION	6	0,060
615	MARIA CANDIDA	6	0,060
616	MARIA CONSOL	6	0,060
617	MARIA EDELMIRA	6	0,060
618	MARIA ESMERALDA	6	0,060
619	MARIA ESTER	6	0,060
620	MARIA GREGORIA	6	0,060
621	MARIA LUTGARDA	6	0,060
622	MARIA NEUS	6	0,060
623	MARIA OLGA	6	0,060
624	MARIA PETRA	6	0,060
625	MARIA SACRAMENTO	6	0,060
626	MARIA SOFIA	6	0,060
627	MARIA TERESA CARMEN	6	0,060
628	MARINA CARMEN	6	0,060
629	PLACIDA	6	0,060
630	RAFAELA MARIA	6	0,060
631	ROSA MERCEDES	6	0,060
632	ROSA NIEVES	6	0,060
633	ROSA TERESA	6	0,060
634	ROSARIO AMPARO	6	0,060
635	TERESA ANGELES	6	0,060
636	TERESA VICENTA	6	0,060
637	URSULA	6	0,060
638	VERONICA	6	0,060
639	ADELIA	5	0,050
640	ADRIANA	5	0,050
641	ALBINA	5	0,050
642	ALICIA MARIA	5	0,050
643	ALIDA	5	0,050
644	AMANDA	5	0,050
645	AMPARO TERESA	5	0,050
646	ANA FE	5	0,050
647	ANA FRANCISCA	5	0,050
648	ANA MARIA ANGELES	5	0,050
649	ANA VICTORIA	5	0,050
650	ANTONIA CONCEPCION	5	0,050
651	ANTONIA ISABEL	5	0,050
652	ANTONIA JOSEFA	5	0,050
653	ASSUMPCIO	5	0,050
654	AUXILIADORA	5	0,050
655	BELINDA	5	0,050
656	BENEDICTA	5	0,050
657	BLASA	5	0,050
658	CARMEN LUISA	5	0,050
659	CARMEN REMEDIOS	5	0,050
660	CARMEN ROSARIO	5	0,050
661	CASILDA	5	0,050
662	CELESTINA	5	0,050
663	CELINA	5	0,050
664	CLARA EUGENIA	5	0,050
665	CONCEPCIO	5	0,050
666	CONCEPCION ISABEL	5	0,050
667	CONSTANTINA	5	0,050
668	CONSUELO ISABEL	5	0,050
669	CONSUELO JOSEFA	5	0,050
670	DOLORES ISABEL	5	0,050
671	DULCE	5	0,050
672	EDUARDA	5	0,050
673	ELIA MARIA	5	0,050
674	ELISABET	5	0,050
675	EMILIA VICENTA	5	0,050
676	FRANCISCA AMPARO	5	0,050
677	FRANCISCA PILAR	5	0,050
678	GLORIA AMPARO	5	0,050
679	GLORIA ISABEL	5	0,050
680	IGNACIA	5	0,050
681	ISABEL ROSA	5	0,050
682	JOANA MARIA	5	0,050
683	JOAQUINA MARIA	5	0,050
684	JOSEFA ANA	5	0,050
685	JOSEFA DESAMPARADOS	5	0,050
686	JUANA ANTONIA	5	0,050
687	JUANA TERESA	5	0,050
688	LIBRADA	5	0,050
689	LINA	5	0,050
690	LUISA ISABEL	5	0,050
691	LUZ DIVINA	5	0,050
692	MARGARITA PILAR	5	0,050
693	MARGARITA ROSA	5	0,050
694	MARIA AFRICA	5	0,050
695	MARIA ALBINA	5	0,050
696	MARIA ANDREA	5	0,050
697	MARIA CARMEN TERESA	5	0,050
698	MARIA DELIA	5	0,050
699	MARIA DON	5	0,050
700	MARIA ELIA	5	0,050
701	MARIA ELOISA	5	0,050
702	MARIA GERTRUDIS	5	0,050
703	MARIA ILUMINADA	5	0,050
704	MARIA LIDIA	5	0,050
705	MARIA OFELIA	5	0,050
706	MARIA OTILIA	5	0,050
707	MARIA PALMIRA	5	0,050
708	MARIA SUSANA	5	0,050
709	MARIA TREMEDAL	5	0,050
710	MARIA VIOLETA	5	0,050
711	MARINA ISABEL	5	0,050
712	MATILDE AMPARO	5	0,050
713	MATILDE ISABEL	5	0,050
714	MATILDE JOSEFA	5	0,050
715	MILAGROS CARMEN	5	0,050
716	PASCUALA	5	0,050
717	REMEDIOS CARMEN	5	0,050
718	ROSA ADELA	5	0,050
719	ROSA ASUNCION	5	0,050
720	ROSA PURIFICACION	5	0,050
721	ROSARIO PILAR	5	0,050
722	SALOME	5	0,050
723	TRINIDAD MARIA	5	0,050
724	TRINITAT	5	0,050
725	VICENTA ANTONIA	5	0,050
726	VICENTA FRANCISCA	5	0,050

NOTAS
0) Sólo se muestran los nombres cuya frecuencia es mayor o igual a 20 para el total nacional. Para las provincias/décadas seleccionadas se exige además una frecuencia de al menos 5. Por esta razón, la frecuencia total para algunos nombres puede no ser igual a la suma de las provincias o décadas que se muestran.  
1) Datos procedentes del Censo anual de población a fecha 01/01/2024
2) (*) Edad media de las personas que tienen ese nombre a nivel nacional.
