Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 30
Nº	Nombre	Total	Por mil ‰
204	MARIA GLORIA	9	0,247
205	MARIA PURIFICACION	9	0,247
206	MONTSERRAT	9	0,247
207	PIEDAD	9	0,247
208	ROGELIA	9	0,247
209	VALENTINA	9	0,247
210	ELSA	8	0,220
211	ESMERALDA	8	0,220
212	FERNANDA	8	0,220
213	GREGORIA	8	0,220
214	GUILLERMINA	8	0,220
215	LINA	8	0,220
216	LUCILA	8	0,220
217	MARIA CRISTINA	8	0,220
218	MARIA ESPERANZA	8	0,220
219	MARIA ESTHER	8	0,220
220	MARIA INES	8	0,220
221	MARIA LORETO	8	0,220
222	MARIA MILAGRO	8	0,220
223	MARIA REMEDIO	8	0,220
224	MARIA TRINIDAD	8	0,220
225	MICAELA	8	0,220
226	OBDULIA	8	0,220
227	ORETO	8	0,220
228	ADELIA	7	0,192
229	AFRICA	7	0,192
230	ARGENTINA	7	0,192
231	CELESTINA	7	0,192
232	CLAUDIA	7	0,192
233	CONCEPCIO	7	0,192
234	EMMA	7	0,192
235	ENCARNACIO	7	0,192
236	FINA	7	0,192
237	HUMILDAD	7	0,192
238	ILUMINADA	7	0,192
239	INOCENCIA	7	0,192
240	JOSEFA TERESA	7	0,192
241	JUANA MARIA	7	0,192
242	MARIA ENRIQUETA	7	0,192
243	MARIANA	7	0,192
244	PRIMITIVA	7	0,192
245	ROCIO	7	0,192
246	SABINA	7	0,192
247	ALEJANDRA	6	0,165
248	ANUNCIACION	6	0,165
249	BASILISA	6	0,165
250	CLEMENTINA	6	0,165
251	DOROTEA	6	0,165
252	GENEROSA	6	0,165
253	ISABEL MARIA	6	0,165
254	JUSTA	6	0,165
255	LUCRECIA	6	0,165
256	MARIA AURORA	6	0,165
257	MARIA AZUCENA	6	0,165
258	MARIA BEGOÑA	6	0,165
259	MARIA CARME	6	0,165
260	MARIA GRACIA	6	0,165
261	OFELIA	6	0,165
262	PASCUALA	6	0,165
263	PRAXEDES	6	0,165
264	PRUDENCIA	6	0,165
265	URSULA	6	0,165
266	VISITACION	6	0,165
267	ANITA	5	0,137
268	ARMONIA	5	0,137
269	AUREA	5	0,137
270	DOLORS	5	0,137
271	EMPAR	5	0,137
272	ENGRACIA	5	0,137
273	ETELVINA	5	0,137
274	FELICITAS	5	0,137
275	GABRIELA	5	0,137
276	JACINTA	5	0,137
277	LEOCADIA	5	0,137
278	LOLA	5	0,137
279	LUCINDA	5	0,137
280	LUTGARDA	5	0,137
281	MARCELA	5	0,137
282	MARIA ALICIA	5	0,137
283	MARIA AMALIA	5	0,137
284	MARIA AMOR	5	0,137
285	MARIA BELEN	5	0,137
286	MARIA ELVIRA	5	0,137
287	MARIA NATIVIDAD	5	0,137
288	MARIA RITA	5	0,137
289	MARTINA	5	0,137
290	NICOLASA	5	0,137
291	PAULINA	5	0,137
292	ROSALINA	5	0,137
293	VICENTA CARMEN	5	0,137

NOTAS
0) Sólo se muestran los nombres cuya frecuencia es mayor o igual a 20 para el total nacional. Para las provincias/décadas seleccionadas se exige además una frecuencia de al menos 5. Por esta razón, la frecuencia total para algunos nombres puede no ser igual a la suma de las provincias o décadas que se muestran.  
1) Datos procedentes del Censo anual de población a fecha 01/01/2024
2) (*) Edad media de las personas que tienen ese nombre a nivel nacional.
