Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 80
Nº	Nombre	Total	Por mil ‰
1	DAVID	5.144	39,820
2	JAVIER	4.327	33,495
3	CARLOS	4.014	31,072
4	SERGIO	3.140	24,307
5	JOSE	2.844	22,015
6	VICENTE	2.778	21,505
7	ANTONIO	2.771	21,450
8	JORGE	2.589	20,041
9	DANIEL	2.551	19,747
10	RUBEN	2.397	18,555
11	ALEJANDRO	2.271	17,580
12	FRANCISCO	2.265	17,533
13	RAUL	2.150	16,643
14	IVAN	2.039	15,784
15	RAFAEL	1.866	14,445
16	PABLO	1.856	14,367
17	MIGUEL	1.851	14,329
18	MANUEL	1.726	13,361
19	VICTOR	1.696	13,129
20	ALBERTO	1.605	12,424
21	FRANCISCO JAVIER	1.558	12,061
22	JUAN	1.530	11,844
23	MIGUEL ANGEL	1.528	11,828
24	ENRIQUE	1.498	11,596
25	SALVADOR	1.376	10,652
26	JESUS	1.334	10,327
27	JOSE LUIS	1.331	10,303
28	ADRIAN	1.266	9,800
29	LUIS	1.214	9,398
30	JOSE VICENTE	1.174	9,088
31	FERNANDO	1.171	9,065
32	JOSE MANUEL	1.143	8,848
33	JUAN JOSE	1.136	8,794
34	OSCAR	1.123	8,693
35	JOSE ANTONIO	1.052	8,144
36	ROBERTO	1.041	8,058
37	HECTOR	967	7,486
38	ANGEL	932	7,215
39	IGNACIO	923	7,145
40	FRANCISCO JOSE	886	6,859
41	JOAQUIN	807	6,247
42	PEDRO	797	6,170
43	EDUARDO	771	5,968
44	JOSE MARIA	732	5,666
45	JUAN CARLOS	727	5,628
46	ANDRES	726	5,620
47	RICARDO	702	5,434
48	JOSE MIGUEL	698	5,403
49	ALVARO	695	5,380
50	JAIME	664	5,140
51	SANTIAGO	649	5,024
52	RAMON	626	4,846
53	MARCOS	622	4,815
54	GUILLERMO	620	4,799
55	JUAN ANTONIO	582	4,505
56	JORDI	564	4,366
57	BORJA	560	4,335
