Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 70
Nº	Nombre	Total	Por mil ‰
438	RAFAEL ANGEL	25	0,144
439	RICARDO JAVIER	25	0,144
440	SAUL	25	0,144
441	ALEJANDRO JAVIER	24	0,138
442	ALFONSO JOSE	24	0,138
443	JOSE JAIME	24	0,138
444	JUAN ALFONSO	24	0,138
445	JUAN DIOS	24	0,138
446	NOE	24	0,138
447	NOEL	24	0,138
448	ANGEL VICENTE	23	0,132
449	EDUARD	23	0,132
450	FRANCISCO PAULA	23	0,132
451	HERMINIO	23	0,132
452	ILDEFONSO	23	0,132
453	JOAN VICENT	23	0,132
454	JORGE MIGUEL	23	0,132
455	JOSEP FRANCESC	23	0,132
456	VICENTE PASCUAL	23	0,132
457	VICTOR MIGUEL	23	0,132
458	DEMETRIO	22	0,127
459	ERNESTO JOSE	22	0,127
460	FRANCISCO DANIEL	22	0,127
461	FRANCISCO SALVADOR	22	0,127
462	JAIME JOSE	22	0,127
463	JOAN ANTONI	22	0,127
464	JORGE ENRIQUE	22	0,127
465	JOSE RUBEN	22	0,127
466	JOSEP RAMON	22	0,127
467	LUIS IGNACIO	22	0,127
468	OSCAR JAVIER	22	0,127
469	REYES	22	0,127
470	SIMEON	22	0,127
471	ANSELMO	21	0,121
472	ANTONIO JUAN	21	0,121
473	AQUILINO	21	0,121
474	CARLOS FRANCISCO	21	0,121
475	CARLOS LUIS	21	0,121
476	ENRIQUE MIGUEL	21	0,121
477	ESTANISLAO	21	0,121
478	GUILLERMO JOSE	21	0,121
479	JAVIER JOSE	21	0,121
480	JOAQUIN JOSE	21	0,121
481	MANUEL JAVIER	21	0,121
482	MARINO	21	0,121
483	PEDRO ANGEL	21	0,121
484	SALVADOR FRANCISCO	21	0,121
485	ANGEL MIGUEL	20	0,115
486	ARTURO JOSE	20	0,115
487	CARLOS DAVID	20	0,115
488	DANIEL JOSE	20	0,115
489	DAVID VICENTE	20	0,115
490	FRANCISCO ENRIQUE	20	0,115
491	HECTOR JOSE	20	0,115
492	JOSE EUGENIO	20	0,115
493	JOSE JORGE	20	0,115
494	JOSE LORENZO	20	0,115
495	JUAN DOMINGO	20	0,115
496	LUIS MARIA	20	0,115
497	MARCELO	20	0,115
498	PAULINO	20	0,115
499	ROBERTO JOSE	20	0,115
500	ROQUE	20	0,115
501	VICENTE DANIEL	20	0,115
502	AARON	19	0,109
503	ANGEL FRANCISCO	19	0,109
504	BIENVENIDO	19	0,109
505	CARLOS GUSTAVO	19	0,109
506	CASIMIRO	19	0,109
507	EDUARDO VICENTE	19	0,109
508	EFREN	19	0,109
509	HECTOR MANUEL	19	0,109
510	IVAN JOSE	19	0,109
511	JESUS JOSE	19	0,109
512	JESUS SALVADOR	19	0,109
513	JORGE JAVIER	19	0,109
514	JUAN CRISTOBAL	19	0,109
515	LUIS CARLOS	19	0,109
516	NARCISO	19	0,109
517	RICARD	19	0,109
518	ALEIXANDRE	18	0,104
519	ALFONSO JAVIER	18	0,104
520	AUGUSTO	18	0,104
521	CARLOS JESUS	18	0,104
522	ENRIQUE FRANCISCO	18	0,104
523	FELICIANO	18	0,104
524	FRANCISCO IGNACIO	18	0,104
525	FRANCISCO TOMAS	18	0,104
526	JOAN CARLES	18	0,104
527	JOSE FELIPE	18	0,104
528	JOSE MARIANO	18	0,104
529	JOSEP MARIA	18	0,104
530	JULIO MIGUEL	18	0,104
531	RAFAEL MIGUEL	18	0,104
532	ANIBAL	17	0,098
533	EMILIO VICENTE	17	0,098
534	EMMANUEL	17	0,098
535	FRANCISCO ANDRES	17	0,098
536	GUZMAN	17	0,098
537	IGNASI	17	0,098
538	JAIRO	17	0,098
539	JESUS DAVID	17	0,098
540	JOAN BAPTISTA	17	0,098
541	JOAQUIM	17	0,098
542	JORGE FRANCISCO	17	0,098
543	JOSE ERNESTO	17	0,098
544	JOSE ESTEBAN	17	0,098
545	JOSE FERMIN	17	0,098
546	JOSE JESUS	17	0,098
547	JOSE MARTIN	17	0,098
548	LUIS CESAR	17	0,098
549	OSCAR DAVID	17	0,098
550	REMIGIO	17	0,098
551	VICENTE ANDRES	17	0,098
552	ALBERTO JAVIER	16	0,092
553	ANDRES JOSE	16	0,092
554	ANGEL ANTONIO	16	0,092
555	DIMAS	16	0,092
556	FERNANDO MANUEL	16	0,092
557	FERNANDO MIGUEL	16	0,092
558	FULGENCIO	16	0,092
559	HELIODORO	16	0,092
560	ISAIAS	16	0,092
561	JONATHAN	16	0,092
562	JOSE BLAS	16	0,092
563	JOSE MARIO	16	0,092
564	JOSEP ENRIC	16	0,092
565	JOSEP MIQUEL	16	0,092
566	JUAN BERNARDO	16	0,092
567	JUAN LORENZO	16	0,092
568	LINO	16	0,092
569	LUIS DAVID	16	0,092
570	NORBERTO	16	0,092
571	OLIVER	16	0,092
572	OSCAR RUBEN	16	0,092
573	RAFAEL MANUEL	16	0,092
574	VICENTE TOMAS	16	0,092
575	AMALIO	15	0,086
576	ANDRES MANUEL	15	0,086
577	ARCADIO	15	0,086
578	ASENSIO	15	0,086
579	BERNAT	15	0,086
580	EMILIO JESUS	15	0,086
581	FEDERICO JOSE	15	0,086
582	FERNANDO LUIS	15	0,086
583	FLORENTINO	15	0,086
584	JOAQUIN ANTONIO	15	0,086
585	JUAN SEBASTIAN	15	0,086
586	LUCIANO	15	0,086
587	MANUEL ENRIQUE	15	0,086
588	PABLO ANTONIO	15	0,086
589	RAFAEL JAVIER	15	0,086
590	RAMON ANTONIO	15	0,086
591	RUFINO	15	0,086
592	SALVADOR MIGUEL	15	0,086
593	SERGIO JAVIER	15	0,086
594	SERGIO VICENTE	15	0,086
595	WENCESLAO	15	0,086
596	ADRIA	14	0,081
597	ALBERTO VICENTE	14	0,081
598	ANTONIO ANGEL	14	0,081
599	BALDOMERO	14	0,081
600	DAVID MANUEL	14	0,081
601	DOMINGO JOSE	14	0,081
602	JAVIER ANTONIO	14	0,081
603	JESUS FRANCISCO	14	0,081
604	JOAN MANUEL	14	0,081
605	JOAQUIN SALVADOR	14	0,081
606	JORGE DAVID	14	0,081
607	JOSE ARTURO	14	0,081
608	JOSE GREGORIO	14	0,081
609	JOSEP MANUEL	14	0,081
610	JULIO MANUEL	14	0,081
611	LUCIO	14	0,081
612	LUIS FELIPE	14	0,081
613	MANEL	14	0,081
614	MAXIMILIANO	14	0,081
615	PEDRO JOAQUIN	14	0,081
616	PEDRO RAMON	14	0,081
617	RAFAEL LUIS	14	0,081
618	RICARDO VICENTE	14	0,081
619	SEVERINO	14	0,081
620	VICENTE ANGEL	14	0,081
621	VICENTE RAUL	14	0,081
622	VICTOR HUGO	14	0,081
623	VICTOR VICENTE	14	0,081
624	ALBERTO MANUEL	13	0,075
625	ANTONIO CARLOS	13	0,075
626	ANTONIO SALVADOR	13	0,075
627	DAVID MIGUEL	13	0,075
628	ENRIQUE LUIS	13	0,075
629	EVELIO	13	0,075
630	FRANCISCO ALEJANDRO	13	0,075
631	GENARO	13	0,075
632	GONZALO JOSE	13	0,075
633	HERMENEGILDO	13	0,075
634	IGNACIO MANUEL	13	0,075
635	IÑAKI	13	0,075
636	JAVIER FRANCISCO	13	0,075
637	JORGE ALBERTO	13	0,075
638	JOSE ROMAN	13	0,075
639	JUAN EDUARDO	13	0,075
640	JUAN ESTEBAN	13	0,075
641	JUAN ISIDRO	13	0,075
642	JUAN RICARDO	13	0,075
643	JUAN TOMAS	13	0,075
644	MELCHOR	13	0,075
645	MIGUEL ENRIQUE	13	0,075
646	MIGUEL JUAN	13	0,075
647	MIGUEL LUIS	13	0,075
648	OSCAR ANTONIO	13	0,075
649	PABLO LUIS	13	0,075
650	PASCUAL JOSE	13	0,075
651	PEDRO DAVID	13	0,075
652	PEDRO ENRIQUE	13	0,075
653	RAFAEL JUAN	13	0,075
654	RAMON FRANCISCO	13	0,075
655	RAUL JOSE	13	0,075
656	RUBEN JOSE	13	0,075
657	SATURNINO	13	0,075
658	SILVESTRE	13	0,075
659	VICENTE EDUARDO	13	0,075
660	VIDAL	13	0,075
661	ALFONSO MANUEL	12	0,069
662	ALVARO JOSE	12	0,069
663	ANGEL DAVID	12	0,069
664	ANTONIO ENRIQUE	12	0,069
665	ANTONIO PASCUAL	12	0,069
666	ANTONIO RAFAEL	12	0,069
667	BLAI	12	0,069
668	CELSO	12	0,069
669	CESAR AUGUSTO	12	0,069
670	CESAR MANUEL	12	0,069
671	DANIEL VICENTE	12	0,069
672	DAVID ANTONIO	12	0,069
673	ELEUTERIO	12	0,069
674	ERNEST	12	0,069
675	FELIPE JOSE	12	0,069
676	FRANCISCO JULIAN	12	0,069
677	JOAQUIN JAVIER	12	0,069
678	JOAQUIN MANUEL	12	0,069
679	JOEL	12	0,069
680	JOSE LEANDRO	12	0,069
681	JOSEP MANEL	12	0,069
682	JUAN RAUL	12	0,069
683	LUIS MARIANO	12	0,069
684	LUIS RAMON	12	0,069
685	MANUEL LUIS	12	0,069
686	MARIO ALBERTO	12	0,069
687	MIGUEL RAMON	12	0,069
688	OSCAR JESUS	12	0,069
689	PLACIDO	12	0,069
690	RAMON MIGUEL	12	0,069
691	RUBEN DARIO	12	0,069
692	SALVADOR ANTONIO	12	0,069
693	SERGIO ENRIQUE	12	0,069
694	VICTOR DANIEL	12	0,069
695	VICTOR LUIS	12	0,069
696	XIMO	12	0,069
697	ABDON	11	0,063
698	ADOLFO JOSE	11	0,063
699	AGUSTI	11	0,063
700	ALBERTO ANTONIO	11	0,063
701	ALEX	11	0,063
702	ANASTASIO	11	0,063
703	ANGEL RAMON	11	0,063
704	ANTONIO FERNANDO	11	0,063
705	ARSENIO	11	0,063
706	AUSIAS	11	0,063
707	BRAULIO	11	0,063
708	CARLOS FERNANDO	11	0,063
709	CECILIO	11	0,063
710	CIPRIANO	11	0,063
711	DESIDERIO	11	0,063
712	DIDAC	11	0,063
713	ENRIQUE ANTONIO	11	0,063
714	EULOGIO	11	0,063
715	FRANCISCO ALBERTO	11	0,063
716	FRANCISCO CARLOS	11	0,063
717	JOAN FRANCESC	11	0,063
718	JORGE CARLOS	11	0,063
719	JORGE IGNACIO	11	0,063
720	JOSE ELIAS	11	0,063
721	JOSE GERMAN	11	0,063
722	JOSE ISMAEL	11	0,063
723	JOSE SANTIAGO	11	0,063
724	JOSE SEBASTIAN	11	0,063
725	JUAN ARTURO	11	0,063
726	JUAN ERNESTO	11	0,063
727	JUAN JORGE	11	0,063
728	JUAN JULIAN	11	0,063
729	LLORENÇ	11	0,063
730	MANUEL MIGUEL	11	0,063
731	MIGUEL ANDRES	11	0,063
732	OVIDIO	11	0,063
733	PABLO VICENTE	11	0,063
734	PEDRO ALFONSO	11	0,063
735	RAFAEL CARLOS	11	0,063
736	RAFAEL JESUS	11	0,063
737	ROBERTO ANTONIO	11	0,063
738	SERGIO MIGUEL	11	0,063
739	SIXTO	11	0,063
740	AGUSTIN JOSE	10	0,058
741	ALEJANDRO VICENTE	10	0,058
742	ALFONS	10	0,058
743	ALFONSO MIGUEL	10	0,058
744	ALFREDO VICENTE	10	0,058
745	AMADO	10	0,058
746	ANGEL JESUS	10	0,058
747	ANGEL RAFAEL	10	0,058
748	CARLOS ANDRES	10	0,058
749	CARLOS IGNACIO	10	0,058
750	CARLOS JOAQUIN	10	0,058
751	CARLOS SALVADOR	10	0,058
752	CEFERINO	10	0,058
753	CESAREO	10	0,058
754	DAVID JUAN	10	0,058
755	EDMUNDO	10	0,058
756	EDUARDO ANTONIO	10	0,058
757	EMILIO JAVIER	10	0,058
758	ENRIQUE JESUS	10	0,058
759	ENRIQUE RAMON	10	0,058
760	EUGENIO JOSE	10	0,058
761	FRANCISCO PASCUAL	10	0,058
762	FRANCISCO RAUL	10	0,058
763	FREDERIC	10	0,058
764	IGNACIO ANTONIO	10	0,058
765	INOCENCIO	10	0,058
766	JESUS IGNACIO	10	0,058
767	JESUS RAMON	10	0,058
768	JOAQUIN RAMON	10	0,058
769	JORDI JOAN	10	0,058
770	JUAN FELIPE	10	0,058
771	JUAN MARTIN	10	0,058
772	JUAN PASCUAL	10	0,058
773	JULIAN ANTONIO	10	0,058
774	LUIS EDUARDO	10	0,058
775	LUIS JESUS	10	0,058
776	MANUEL DAVID	10	0,058
777	MANUEL IGNACIO	10	0,058
778	MANUEL RAMON	10	0,058
779	MARIO JOSE	10	0,058
780	MAURO	10	0,058
781	OLEGARIO	10	0,058
782	OSCAR LUIS	10	0,058
783	PASCUAL VICENTE	10	0,058
784	PEDRO SALVADOR	10	0,058
785	RAFAEL ENRIQUE	10	0,058
786	RAFAEL JOAQUIN	10	0,058
787	RAUL VICENTE	10	0,058
788	RICARDO FRANCISCO	10	0,058
789	SALVADOR DAVID	10	0,058
790	VENANCIO	10	0,058
791	VICENT XAVIER	10	0,058
