Frecuencias de nombres

Nombres por provincia y década de nacimiento

Provincia: Valencia/València
Década de nacimiento: Años 90
Nº	Nombre	Total	Por mil ‰
1	ALEJANDRO	3.436	33,360
2	CARLOS	3.422	33,224
3	DAVID	3.127	30,360
4	ADRIAN	2.957	28,709
5	JAVIER	2.911	28,262
6	SERGIO	2.893	28,088
7	PABLO	2.445	23,738
8	DANIEL	2.230	21,651
9	JORGE	2.213	21,486
10	RUBEN	1.782	17,301
11	JOSE	1.668	16,194
12	IVAN	1.659	16,107
13	VICTOR	1.631	15,835
14	ALVARO	1.456	14,136
15	ANTONIO	1.437	13,952
16	MIGUEL	1.398	13,573
17	ALBERTO	1.253	12,165
18	FRANCISCO	1.241	12,049
19	BORJA	1.219	11,835
20	VICENTE	1.212	11,767
21	CRISTIAN	1.175	11,408
22	RAUL	1.126	10,932
23	RAFAEL	1.078	10,466
24	MANUEL	1.011	9,816
25	HECTOR	965	9,369
26	IGNACIO	943	9,155
27	JESUS	934	9,068
28	OSCAR	890	8,641
29	ENRIQUE	887	8,612
30	JUAN	884	8,583
31	JOAN	881	8,553
32	LUIS	841	8,165
33	GUILLERMO	773	7,505
34	SALVADOR	733	7,117
35	ANGEL	730	7,087
36	DIEGO	722	7,010
37	JOSEP	720	6,990
38	FRANCISCO JAVIER	714	6,932
39	MIGUEL ANGEL	714	6,932
40	FERNANDO	687	6,670
41	MARCOS	677	6,573
42	JORDI	664	6,447
43	CARLES	653	6,340
44	MARIO	652	6,330
45	ANDRES	648	6,291
46	MARC	609	5,913
47	CHRISTIAN	599	5,816
48	ROBERTO	598	5,806
49	JUAN JOSE	585	5,680
50	JOSE LUIS	569	5,524
51	VICENT	553	5,369
52	JOSE MANUEL	534	5,185
53	AITOR	501	4,864
54	PEDRO	499	4,845
55	JAIME	496	4,816
56	PAU	476	4,621
57	FRANCISCO JOSE	466	4,524
58	JOSE VICENTE	458	4,447
59	EDUARDO	446	4,330
60	JOSE ANTONIO	441	4,282
61	JUAN CARLOS	437	4,243
62	RICARDO	435	4,223
63	SAMUEL	429	4,165
64	KEVIN	419	4,068
65	AARON	416	4,039
66	JOAQUIN	391	3,796
67	SANTIAGO	376	3,651
68	JOSE MARIA	361	3,505
69	JONATHAN	355	3,447
70	RAMON	347	3,369
71	ANDREU	340	3,301
72	JOSE MIGUEL	328	3,184
73	SERGI	327	3,175
74	ERIC	321	3,117
75	GABRIEL	317	3,078
76	ISMAEL	314	3,049
77	ALEX	305	2,961
78	GUILLEM	303	2,942
79	EDGAR	294	2,854
80	ALEXANDRE	282	2,738
81	JAUME	277	2,689
82	FERRAN	276	2,680
83	CESAR	270	2,621
84	GONZALO	261	2,534
85	JONATAN	260	2,524
86	JUAN ANTONIO	253	2,456
87	LUCAS	241	2,340
88	OMAR	241	2,340
89	EMILIO	238	2,311
90	JUAN MANUEL	238	2,311
91	ABEL	221	2,146
92	ARTURO	220	2,136
93	FRANCESC	219	2,126
94	XAVIER	215	2,087
95	MIQUEL	204	1,981
96	JULIO	202	1,961
97	ADRIA	198	1,922
98	NICOLAS	192	1,864
99	ANTONI	191	1,854
100	GERMAN	191	1,854
101	ALFREDO	174	1,689
102	JOEL	173	1,680
103	ALFONSO	168	1,631
104	ALBERT	166	1,612
105	JOSE FRANCISCO	159	1,544
106	JULIAN	157	1,524
107	HUGO	156	1,515
108	NESTOR	155	1,505
109	ISAAC	150	1,456
110	JOSE RAMON	144	1,398
111	TOMAS	139	1,350
112	DARIO	132	1,282
113	LLUIS	129	1,252
114	JUAN VICENTE	127	1,233
115	ENRIC	125	1,214
116	ERNESTO	122	1,184
117	JOSE JAVIER	122	1,184
118	MOISES	122	1,184
119	ESTEBAN	121	1,175
120	JOSE IGNACIO	120	1,165
121	ARNAU	119	1,155
122	VICTOR MANUEL	118	1,146
123	JUAN FRANCISCO	117	1,136
124	AGUSTIN	115	1,117
125	SAUL	114	1,107
126	JOSE CARLOS	113	1,097
127	ELOY	112	1,087
128	PASCUAL	109	1,058
129	ERIK	106	1,029
130	MARTIN	106	1,029
131	JOSUE	103	1,000
132	JUAN MIGUEL	100	0,971
133	LUIS MIGUEL	93	0,903
134	ALEXIS	92	0,893
135	ROBERT	91	0,884
136	FELIX	85	0,825
137	JOSE ENRIQUE	85	0,825
138	JUAN LUIS	83	0,806
139	ABRAHAM	82	0,796
140	ISRAEL	82	0,796
141	BRIAN	80	0,777
142	DAMIAN	80	0,777
143	JOSE ANGEL	80	0,777
144	MANEL	79	0,767
145	BRUNO	78	0,757
146	FEDERICO	78	0,757
147	PEDRO JOSE	77	0,748
148	FELIPE	75	0,728
149	BENJAMIN	73	0,709
150	BERNAT	73	0,709
151	BERNARDO	71	0,689
152	SEBASTIAN	70	0,680
153	JOSE DAVID	67	0,650
154	FRANCISCO BORJA	66	0,641
155	JUAN RAMON	65	0,631
156	ALEJANDRO JOSE	63	0,612
157	ANTONIO JOSE	60	0,583
158	PABLO JOSE	60	0,583
159	JOSHUA	59	0,573
160	CRISTOBAL	58	0,563
161	JUAN BAUTISTA	58	0,563
162	VICENTE JOSE	58	0,563
163	XIMO	58	0,563
164	GERARD	57	0,553
165	JACOBO	55	0,534
166	CARLOS JAVIER	53	0,515
167	IÑAKI	53	0,515
168	JAIRO	53	0,515
169	LORENZO	53	0,515
170	FRANCISCO MANUEL	52	0,505
171	ADOLFO	51	0,495
172	MARCO	51	0,495
173	VICTOR JOSE	51	0,495
174	IZAN	50	0,485
175	RODRIGO	50	0,485
176	YERAY	50	0,485
177	ALEXANDER	49	0,476
178	CONSTANTINO	48	0,466
179	ROMAN	48	0,466
180	EDUARD	47	0,456
181	JOSE JUAN	46	0,447
182	ALAN	45	0,437
183	ELIAS	45	0,437
184	EMILIO JOSE	45	0,437
185	ISIDRO	45	0,437
186	LLORENÇ	45	0,437
187	EUGENIO	44	0,427
188	ASIER	43	0,417
189	VICENTE JAVIER	42	0,408
190	JULEN	41	0,398
191	AXEL	40	0,388
192	DOMINGO	40	0,388
193	JOAQUIM	39	0,379
194	JOSE ALBERTO	39	0,379
195	VALENTIN	39	0,379
196	CARLOS JOSE	38	0,369
197	JUAN IGNACIO	38	0,369
198	AUSIAS	37	0,359
199	IAN	36	0,350
200	JOSE ANDRES	36	0,350
201	NOEL	36	0,350
202	RICARD	36	0,350
203	ENRIQUE JOSE	35	0,340
204	ERNEST	35	0,340
205	PERE	35	0,340
206	AMADEO	34	0,330
207	JOSE DANIEL	34	0,330
208	JUAN PEDRO	34	0,330
209	MATEO	34	0,330
210	ADAM	32	0,311
211	DIDAC	32	0,311
212	ETHAN	32	0,311
213	IGNACIO JOSE	32	0,311
214	MICHAEL	32	0,311
215	PEPE	32	0,311
216	ARMANDO	31	0,301
217	NOE	31	0,301
218	JORGE JUAN	30	0,291
219	JOSE JOAQUIN	30	0,291
220	JUAN PABLO	30	0,291
221	JUAN ANDRES	29	0,282
222	MARCEL	29	0,282
223	RICHARD	29	0,282
224	CLAUDIO	28	0,272
225	GERARDO	28	0,272
226	MARIANO	28	0,272
227	MIKEL	28	0,272
228	ROGER	28	0,272
229	SERGIO JOSE	28	0,272
230	ALEIX	27	0,262
231	ALVARO JOSE	27	0,262
232	BLAS	27	0,262
233	CRISTHIAN	27	0,262
234	BLAI	26	0,252
235	FRANCISCO MIGUEL	26	0,252
236	JOSEP VICENT	26	0,252
237	JUAN ENRIQUE	26	0,252
238	JOSE ALEJANDRO	25	0,243
239	MAURO	25	0,243
240	ALONSO	24	0,233
241	GUILLERMO JOSE	24	0,233
242	IGNASI	24	0,233
243	SIMON	24	0,233
244	CARLOS MANUEL	23	0,223
245	FRANK	23	0,223
246	JOSEP ANTONI	23	0,223
247	LEONARDO	23	0,223
248	ARTUR	22	0,214
249	ANDONI	21	0,204
250	EDUARDO JOSE	21	0,204
251	FERMIN	21	0,204
252	FERNANDO JOSE	21	0,204
253	GINES	21	0,204
254	IVAN JOSE	21	0,204
255	JOAN CARLES	21	0,204
256	JOAN VICENT	21	0,204
257	LUIS MANUEL	21	0,204
258	MICHEL	21	0,204
259	RAIMON	21	0,204
260	YERAI	21	0,204
261	ZEUS	21	0,204
262	JORGE LUIS	20	0,194
263	JUAN SALVADOR	20	0,194
264	MIGUEL JOSE	20	0,194
265	SANDRO	20	0,194
266	YAGO	20	0,194
267	CARLOS VICENTE	19	0,184
268	JACOB	19	0,184
269	JOSE PABLO	19	0,184
270	JOSEP MARIA	19	0,184
271	JUAN JESUS	19	0,184
272	JUAN MARIA	19	0,184
273	LUIS ALBERTO	19	0,184
274	MATIAS	19	0,184
275	ADRIAN JOSE	18	0,175
276	ALEJANDRO MANUEL	18	0,175
277	CAYETANO	18	0,175
278	DAVID JOSE	18	0,175
279	GASPAR	18	0,175
280	GORKA	18	0,175
281	IKER	18	0,175
282	JERONIMO	18	0,175
283	JORGE MANUEL	18	0,175
284	JOSEP LLUIS	18	0,175
285	JOSEP MIQUEL	18	0,175
286	JUAN ALBERTO	18	0,175
287	MARTI	18	0,175
288	TONI	18	0,175
289	UNAI	18	0,175
290	VICENTE MANUEL	18	0,175
291	ALEJANDRO JAVIER	17	0,165
292	ALFRED	17	0,165
293	AMADOR	17	0,165
294	CARLOS ALBERTO	17	0,165
295	CHRISTOPHER	17	0,165
296	DENIS	17	0,165
297	EFREN	17	0,165
298	FIDEL	17	0,165
299	FRANCISCO JESUS	17	0,165
300	GUSTAVO	17	0,165
301	JOSE FERNANDO	17	0,165
302	JOSE RICARDO	17	0,165
303	JUAN ANGEL	17	0,165
304	LUIS ANTONIO	17	0,165
305	LUIS FRANCISCO	17	0,165
306	MARCELO	17	0,165
307	MARCO ANTONIO	17	0,165
308	NELSON	17	0,165
309	PABLO ANTONIO	17	0,165
310	ALVAR	16	0,155
311	AURELIO	16	0,155
312	BERNABE	16	0,155
313	BORJA JOSE	16	0,155
314	BRYAN	16	0,155
315	DIEGO JOSE	16	0,155
316	FRANCISCO DAVID	16	0,155
317	JESUS MANUEL	16	0,155
318	JOAN FRANCESC	16	0,155
319	JOSE ADRIAN	16	0,155
320	JUAN GABRIEL	16	0,155
321	KARIM	16	0,155
322	NACHO	16	0,155
323	ONOFRE	16	0,155
324	PEDRO ANTONIO	16	0,155
325	RAFAEL JOSE	16	0,155
326	ALAIN	15	0,146
327	CARLOS ANTONIO	15	0,146
328	DIMAS	15	0,146
329	ELISEO	15	0,146
330	EMMANUEL	15	0,146
331	FRANCISCO ANTONIO	15	0,146
332	FRANCISCO VICENTE	15	0,146
333	IMANOL	15	0,146
334	JOSE RAFAEL	15	0,146
335	JULIO JOSE	15	0,146
336	MOHAMED	15	0,146
337	PEDRO JAVIER	15	0,146
338	ALBERTO JOSE	14	0,136
339	ALESSANDRO	14	0,136
340	BENITO	14	0,136
341	ELOI	14	0,136
342	GREGORIO	14	0,136
343	JAVIER VICENTE	14	0,136
344	JOSE GABRIEL	14	0,136
345	JUAN DIEGO	14	0,136
346	LUIS ENRIQUE	14	0,136
347	PABLO JAVIER	14	0,136
348	ADAN	13	0,126
349	ALEJANDRO VICENTE	13	0,126
350	ANTONIO JAVIER	13	0,126
351	ANTONIO JESUS	13	0,126
352	EZEQUIEL	13	0,126
353	JOAN ANTONI	13	0,126
354	JOSE SALVADOR	13	0,126
355	LEANDRO	13	0,126
356	MARIO ALBERTO	13	0,126
357	PABLO MANUEL	13	0,126
358	PACO	13	0,126
359	PATRICK	13	0,126
360	ULISES	13	0,126
361	ALEIXANDRE	12	0,117
362	ANGEL JOSE	12	0,117
363	ANIBAL	12	0,117
364	ANTONIO MIGUEL	12	0,117
365	CRISTIAN JOSE	12	0,117
366	CRISTOFER	12	0,117
367	DANIEL JOSE	12	0,117
368	ELIES	12	0,117
369	ENRIQUE JAVIER	12	0,117
370	FABIAN	12	0,117
371	FRAN	12	0,117
372	JOHN	12	0,117
373	JORGE ANTONIO	12	0,117
374	JOSE JULIAN	12	0,117
375	JUAN DANIEL	12	0,117
376	LEOPOLDO	12	0,117
377	MANUEL JOSE	12	0,117
378	MAXIM	12	0,117
379	NORBERTO	12	0,117
380	RAMSES	12	0,117
381	SAMIR	12	0,117
382	VICENTE RAMON	12	0,117
383	YOEL	12	0,117
384	ALEJANDRO MIGUEL	11	0,107
385	ANTONIO MANUEL	11	0,107
386	CARLOS ENRIQUE	11	0,107
387	CARLOS FRANCISCO	11	0,107
388	EUSEBIO	11	0,107
389	FERNANDO JAVIER	11	0,107
390	FRANC	11	0,107
391	FREDERIC	11	0,107
392	IGNACIO JAVIER	11	0,107
393	ISAIAS	11	0,107
394	JOAN BAPTISTA	11	0,107
